crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2025-03-21T00:00:00Z,15:26:00,BROOKLYN,11219,40.639015,-73.99872,"
,  
(40.639015, -73.99872)",49 ST,10 AVE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4800336,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,18:50:00,NA,NA,40.676964,-73.89894,"
,  
(40.676964, -73.89894)",FULTON ST,GEORGIA AVE,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4800681,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,14:36:00,BROOKLYN,11220,40.64322,-74.0087,"
,  
(40.64322, -74.0087)",51 ST,6 AVE,NA,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,NA,NA,NA,NA,4800425,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,20:00:00,BRONX,10461,40.846455,-73.83358,"
,  
(40.846455, -73.83358)",NA,NA,1739      PILGRIM AVE,0,0,0,0,0,0,0,0,Other Vehicular,NA,NA,NA,NA,4800519,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,21:40:00,QUEENS,11378,40.720932,-73.91246,"
,  
(40.720932, -73.91246)",58 AVE,RUST ST,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800713,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,17:30:00,QUEENS,11377,40.746937,-73.89861,"
,  
(40.746937, -73.89861)",65 ST,38 AVE,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800810,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,08:39:00,BRONX,10467,40.876003,-73.865295,"
,  
(40.876003, -73.865295)",NA,NA,3445      HOLLAND AVE,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800310,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,11:00:00,NA,NA,40.757355,-73.73887,"
,  
(40.757355, -73.73887)",LONG ISLAND EXPRESSWAY,NA,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4800263,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,22:09:00,NA,NA,40.625683,-73.93343,"
,  
(40.625683, -73.93343)",KINGS HWY,AVENUE K,NA,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,4800433,Sedan,Bus,NA,NA,NA
2025-03-21T00:00:00Z,10:30:00,QUEENS,11373,40.735634,-73.876015,"
,  
(40.735634, -73.876015)",QUEENS BLVD,55 AVE,NA,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,4800250,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,13:51:00,QUEENS,11414,40.66085,-73.840294,"
,  
(40.66085, -73.840294)",158 AVE,CROSS BAY BLVD,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4800704,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,19:18:00,STATEN ISLAND,10304,40.62146,-74.07174,"
,  
(40.62146, -74.07174)",BAY ST,TOWNSEND AVE,NA,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4800768,Sedan,E-Scooter,NA,NA,NA
2025-03-21T00:00:00Z,10:45:00,NA,NA,40.68298,-73.740845,"
,  
(40.68298, -73.740845)",NA,NA,225-21    130 AVE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4800305,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,15:30:00,MANHATTAN,10018,40.757065,-74.00105,"
,  
(40.757065, -74.00105)",W 36 ST,11 AVE,NA,1,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,NA,NA,NA,4800893,Sedan,E-Scooter,NA,NA,NA
2025-03-21T00:00:00Z,07:48:00,BROOKLYN,11218,40.63628,-73.965385,"
,  
(40.63628, -73.965385)",DITMAS AVE,ARGYLE RD,NA,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,NA,NA,NA,4800899,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,17:30:00,BROOKLYN,11201,40.69349,-73.979164,"
,  
(40.69349, -73.979164)",MYRTLE AVE,ASHLAND PL,NA,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,4800954,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Bus,Sedan,Station Wagon/Sport Utility Vehicle
2025-03-21T00:00:00Z,11:00:00,MANHATTAN,10023,40.778458,-73.97888,"
,  
(40.778458, -73.97888)",NA,NA,115       W 73 ST,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800971,Motorcycle,NA,NA,NA,NA
2025-03-21T00:00:00Z,10:45:00,BROOKLYN,11233,40.68017,-73.9315,"
,  
(40.68017, -73.9315)",STUYVESANT AVE,CHAUNCEY ST,NA,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,4800876,Taxi,NA,NA,NA,NA
2025-03-21T00:00:00Z,00:30:00,QUEENS,11354,40.775978,-73.82778,"
,  
(40.775978, -73.82778)",25 RD,WHITESTONE EXPY,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4800933,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,18:00:00,QUEENS,11367,40.740063,-73.82922,"
,  
(40.740063, -73.82922)",63 AVE,137 ST,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800963,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,15:08:00,MANHATTAN,10032,40.839264,-73.94158,"
,  
(40.839264, -73.94158)",NA,NA,600       W 165 ST,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,NA,NA,NA,4800936,Box Truck,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,10:15:00,BRONX,10463,40.885826,-73.89596,"
,  
(40.885826, -73.89596)",VAN CORTLANDT PARK S,MAJOR DEEGAN EXPY NB EXIT 11,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4800948,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,17:34:00,BROOKLYN,11226,40.640167,-73.95712,"
,  
(40.640167, -73.95712)",DITMAS AVE,E 22 ST,NA,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,NA,NA,NA,NA,4800896,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,20:40:00,BROOKLYN,11206,40.70109,-73.945015,"
,  
(40.70109, -73.945015)",THROOP AVE,WHIPPLE ST,NA,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,NA,NA,NA,NA,4801010,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,21:16:00,NA,NA,40.5846,-73.94861,"
,  
(40.5846, -73.94861)",OCEAN AVENUE,BELT PARKWAY,NA,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,NA,NA,NA,4800953,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,14:45:00,MANHATTAN,10001,40.75326,-74.00382,"
,  
(40.75326, -74.00382)",W 30 ST,11 AVE,NA,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4800880,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,12:15:00,NA,NA,40.889183,-73.88906,"
,  
(40.889183, -73.88906)",MAJOR DEEGAN EXPRESSWAY,NA,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800943,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,11:30:00,BROOKLYN,11215,40.666126,-73.99529,"
,  
(40.666126, -73.99529)",3 AVE,17 ST,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4800914,Station Wagon/Sport Utility Vehicle,Flat Bed,NA,NA,NA
2025-03-21T00:00:00Z,17:00:00,BRONX,10456,40.828575,-73.911224,"
,  
(40.828575, -73.911224)",NA,NA,1068      BROOK AVE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,NA,NA,NA,4800960,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,22:43:00,MANHATTAN,10011,40.743668,-74.00614,"
,  
(40.743668, -74.00614)",NA,NA,450       W 17 ST,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,NA,NA,NA,4800903,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,05:25:00,NA,NA,40.78214,-73.824844,"
,  
(40.78214, -73.824844)",WHITESTONE EXPRESSWAY,NA,NA,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,NA,NA,NA,4800935,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,07:00:00,BROOKLYN,11210,40.632145,-73.95273,"
,  
(40.632145, -73.95273)",BEDFORD AVE,CAMPUS RD,NA,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,NA,NA,NA,NA,4800895,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,06:40:00,QUEENS,11358,40.762505,-73.803696,"
,  
(40.762505, -73.803696)",162 ST,CROCHERON AVE,NA,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,NA,NA,NA,NA,4800930,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,21:09:00,NA,NA,40.88949,-73.909744,"
,  
(40.88949, -73.909744)",HENRY HUDSON PARKWAY,WEST 239 STREET,NA,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,NA,NA,NA,4800944,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,20:25:00,BROOKLYN,11237,40.708363,-73.924,"
,  
(40.708363, -73.924)",GARDNER AVE,INGRAHAM ST,NA,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4801011,Bike,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,01:30:00,QUEENS,11355,40.751305,-73.82545,"
,  
(40.751305, -73.82545)",NA,NA,137-35    ELDER AVE,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,NA,NA,NA,4800928,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,11:00:00,BROOKLYN,11210,40.631706,-73.94648,"
,  
(40.631706, -73.94648)",FLATBUSH AVE,AVENUE H,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4800900,UTIL,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,11:30:00,QUEENS,11356,40.778515,-73.84654,"
,  
(40.778515, -73.84654)",NA,NA,121-12    23 AVE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4800934,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,13:00:00,STATEN ISLAND,10306,40.5664,-74.1115,"
,  
(40.5664, -74.1115)",NA,NA,2656      HYLAN BLVD,0,0,0,0,0,0,0,0,Obstruction/Debris,NA,NA,NA,NA,4800919,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,17:30:00,BRONX,10468,40.87004,-73.89969,"
,  
(40.87004, -73.89969)",W 195 ST,UNIVERSITY AVE,NA,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,NA,NA,NA,NA,4800947,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,21:35:00,BROOKLYN,11226,40.653275,-73.959564,"
,  
(40.653275, -73.959564)",NA,NA,800       FLATBUSH AVE,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,NA,NA,NA,4800883,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,18:10:00,QUEENS,11357,40.780407,-73.8121,"
,  
(40.780407, -73.8121)",20 RD,MURRAY ST,NA,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,NA,NA,NA,4800939,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,16:23:00,NA,NA,40.7712,-73.83345,"
,  
(40.7712, -73.83345)",WHITESTONE EXPRESSWAY,NA,NA,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,NA,NA,4800962,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA
2025-03-21T00:00:00Z,15:26:00,NA,NA,40.58373,-73.893715,"
,  
(40.58373, -73.893715)",AVIATION RD,FLATBUSH AVE,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4801159,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,18:38:00,MANHATTAN,10036,40.7615,-73.99782,"
,  
(40.7615, -73.99782)",11 AVE,W 43 ST,NA,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,NA,NA,NA,4801144,Box Truck,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,21:30:00,MANHATTAN,10019,40.763023,-73.97814,"
,  
(40.763023, -73.97814)",AVENUE OF THE AMERICAS,W 55 ST,NA,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4801146,NA,NA,NA,NA,NA
2025-03-21T00:00:00Z,03:52:00,BROOKLYN,11221,40.69369,-73.931206,"
,  
(40.69369, -73.931206)",MALCOLM X BLVD,DEKALB AVE,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,4801231,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,18:00:00,STATEN ISLAND,10312,40.559715,-74.16792,"
,  
(40.559715, -74.16792)",NA,NA,3257      RICHMOND AVE,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4801075,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,11:50:00,MANHATTAN,10031,40.8188,-73.95602,"
,  
(40.8188, -73.95602)",BROADWAY,W 133 ST,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4801168,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,16:03:00,MANHATTAN,10035,40.801876,-73.93445,"
,  
(40.801876, -73.93445)",NA,NA,2409      2 AVE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4801242,Taxi,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,18:17:00,BROOKLYN,11237,40.69768,-73.91637,"
,  
(40.69768, -73.91637)",GROVE ST,KNICKERBOCKER AVE,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4801101,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,15:30:00,MANHATTAN,10037,40.807816,-73.93548,"
,  
(40.807816, -73.93548)",NA,NA,123       E 130 ST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4801132,Sedan,Pick-up Truck,NA,NA,NA
2025-03-21T00:00:00Z,09:20:00,STATEN ISLAND,10305,40.586357,-74.08705,"
,  
(40.586357, -74.08705)",MASON AVE,DEA CT,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4801076,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,19:10:00,NA,NA,40.79537,-73.921974,"
,  
(40.79537, -73.921974)",TRIBOROUGH BRIDGE,NA,NA,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4801125,Sedan,subn,NA,NA,NA
2025-03-21T00:00:00Z,21:26:00,NA,NA,40.66492,-73.73503,"
,  
(40.66492, -73.73503)",FRANCIS LEWIS BLVD,245 ST,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4801463,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,18:51:00,NA,NA,40.608757,-74.038086,"
,  
(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER,NA,NA,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4801472,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,23:10:00,NA,NA,40.672688,-73.73544,"
,  
(40.672688, -73.73544)",LAURELTON PARKWAY,NA,NA,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4801462,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,10:06:00,MANHATTAN,10039,40.82164,-73.93908,"
,  
(40.82164, -73.93908)",W 145 ST,ADAM CLAYTON POWELL JR BLVD,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,4801305,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,17:00:00,BROOKLYN,11203,40.655247,-73.93965,"
,  
(40.655247, -73.93965)",NA,NA,770       ALBANY AVE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4801380,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,00:22:00,MANHATTAN,10034,40.863785,-73.91699,"
,  
(40.863785, -73.91699)",W 207 ST,9 AVE,NA,4,0,0,0,0,0,4,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,NA,4801309,Sedan,Pick-up Truck,Sedan,Sedan,NA
2025-03-21T00:00:00Z,22:05:00,QUEENS,11356,40.783585,-73.84029,"
,  
(40.783585, -73.84029)",NA,NA,15-39     128 ST,0,0,0,0,0,0,0,0,Other Vehicular,NA,NA,NA,NA,4801264,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,13:50:00,NA,NA,40.827858,-73.91203,"
,  
(40.827858, -73.91203)",EAST 165 STREET,MELROSE AVENUE,NA,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,NA,NA,NA,4801406,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,14:35:00,NA,NA,40.762676,-73.954346,"
,  
(40.762676, -73.954346)",FDR DRIVE,NA,NA,0,0,0,0,0,0,0,0,Unspecified,Unspecified,NA,NA,NA,4801278,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,14:45:00,NA,NA,40.77008,-73.94784,"
,  
(40.77008, -73.94784)",FDR DRIVE,NA,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,NA,NA,NA,4801283,Bus,Moped,NA,NA,NA
2025-03-21T00:00:00Z,14:00:00,MANHATTAN,10030,40.815205,-73.94749,"
,  
(40.815205, -73.94749)",W 133 ST,FREDERICK DOUGLASS BLVD,NA,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,NA,NA,NA,4801308,Sedan,Box Truck,NA,NA,NA
2025-03-21T00:00:00Z,17:07:00,NA,NA,40.63595,-74.136284,"
,  
(40.63595, -74.136284)",NA,NA,1590      CASTLETON AVE,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unsafe Speed,Unspecified,NA,NA,4800812,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,NA,NA
2025-03-21T00:00:00Z,19:25:00,BROOKLYN,11234,40.6201,-73.934395,"
,  
(40.6201, -73.934395)",NA,NA,2036      FLATBUSH AVE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,NA,NA,NA,4800350,Pick-up Truck,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,07:20:00,MANHATTAN,10035,0,0,"
,  
(0.0, 0.0)",NA,NA,40        BRONX SHORE RD,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,NA,NA,NA,4800842,Bus,Bike,NA,NA,NA
2025-03-21T00:00:00Z,17:11:00,BROOKLYN,11233,40.676445,-73.92761,"
,  
(40.676445, -73.92761)",ROCHESTER AVE,PACIFIC ST,NA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4800717,LIMO,LIMO,NA,NA,NA
2025-03-21T00:00:00Z,09:25:00,BROOKLYN,11231,40.675632,-74.0035,"
,  
(40.675632, -74.0035)",MILL ST,HENRY ST,NA,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,NA,NA,NA,4800274,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,19:12:00,BROOKLYN,11233,40.670162,-73.91787,"
,  
(40.670162, -73.91787)",NA,NA,1512      EASTERN PKWY,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800693,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,15:36:00,BROOKLYN,11234,40.61692,-73.9306,"
,  
(40.61692, -73.9306)",FLATBUSH AVE,E 46 ST,NA,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4800432,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,15:00:00,NA,NA,40.7025,-73.81496,"
,  
(40.7025, -73.81496)",JAMAICA AVE,138 ST,NA,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,NA,NA,NA,4800755,Pick-up Truck,Bike,NA,NA,NA
2025-03-21T00:00:00Z,03:14:00,BROOKLYN,11221,40.686657,-73.9236,"
,  
(40.686657, -73.9236)",NA,NA,98        RALPH AVE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4800457,Sedan,Sedan,Sedan,Sedan,Sedan
2025-03-21T00:00:00Z,11:53:00,BROOKLYN,11201,40.68902,-73.98616,"
,  
(40.68902, -73.98616)",SCHERMERHORN ST,HOYT ST,NA,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800793,Bike,NA,NA,NA,NA
2025-03-21T00:00:00Z,04:20:00,BRONX,10453,40.861866,-73.91274,"
,  
(40.861866, -73.91274)",W FORDHAM RD,MAJOR DEEGAN EXPY,NA,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,NA,NA,NA,4800154,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,11:00:00,BROOKLYN,11219,40.629772,-74.00141,"
,  
(40.629772, -74.00141)",NA,NA,1179      61 ST,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800249,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,07:07:00,BROOKLYN,11207,40.679535,-73.900475,"
,  
(40.679535, -73.900475)",BUSHWICK AVE,HIGHLAND BLVD,NA,1,0,0,0,0,0,1,0,Unspecified,NA,NA,NA,NA,4800188,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,11:30:00,BRONX,10465,40.823418,-73.83652,"
,  
(40.823418, -73.83652)",NA,NA,815       HUTCHINSON RIVER PKWY,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800497,Station Wagon/Sport Utility Vehicle,NA,NA,NA,NA
2025-03-21T00:00:00Z,22:23:00,BROOKLYN,11220,40.64716,-74.017944,"
,  
(40.64716, -74.017944)",NA,NA,221       53 ST,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,NA,NA,4800345,Sedan,Moped,Sedan,NA,NA
2025-03-21T00:00:00Z,00:10:00,QUEENS,11372,40.747543,-73.888756,"
,  
(40.747543, -73.888756)",77 ST,37 RD,NA,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,NA,NA,NA,4800229,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,01:28:00,NA,NA,40.72408,-73.837105,"
,  
(40.72408, -73.837105)",GRAND CENTRAL PKWY,NA,NA,2,0,0,0,0,0,2,0,Unspecified,Unspecified,NA,NA,NA,4800242,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,01:35:00,BRONX,10472,40.830566,-73.87499,"
,  
(40.830566, -73.87499)",NA,NA,1235      MORRISON AVE,0,0,0,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800313,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,16:00:00,QUEENS,11377,40.748993,-73.89687,"
,  
(40.748993, -73.89687)",69 ST,BROADWAY,NA,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,NA,NA,NA,4800833,Sedan,Sedan,NA,NA,NA
2025-03-21T00:00:00Z,12:00:00,BROOKLYN,11232,40.650772,-74.01518,"
,  
(40.650772, -74.01518)",47 ST,2 AVE,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4800285,Station Wagon/Sport Utility Vehicle,Motorcycle,NA,NA,NA
2025-03-21T00:00:00Z,19:41:00,BROOKLYN,11222,40.73201,-73.95795,"
,  
(40.73201, -73.95795)",FRANKLIN ST,INDIA ST,NA,0,1,0,1,0,0,0,0,Unspecified,NA,NA,NA,NA,4800420,E-Bike,NA,NA,NA,NA
2025-03-21T00:00:00Z,13:51:00,MANHATTAN,10016,40.742058,-73.97765,"
,  
(40.742058, -73.97765)",NA,NA,538       2 AVE,1,0,1,0,0,0,0,0,Unspecified,NA,NA,NA,NA,4800443,Taxi,NA,NA,NA,NA
2025-03-21T00:00:00Z,06:06:00,NA,NA,40.719753,-73.790535,"
,  
(40.719753, -73.790535)",GRAND CENTRAL PARKWAY,HOMELAWN STREET,NA,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,NA,NA,NA,4800391,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,07:41:00,QUEENS,11436,40.676037,-73.801025,"
,  
(40.676037, -73.801025)",140 ST,120 AVE,NA,1,0,0,0,0,0,1,0,Unspecified,Unspecified,NA,NA,NA,4800317,Sedan,Station Wagon/Sport Utility Vehicle,NA,NA,NA
2025-03-21T00:00:00Z,14:15:00,BROOKLYN,11239,40.65329,-73.86852,"
,  
(40.65329, -73.86852)",NA,NA,579       GATEWAY DR,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,NA,NA,NA,4800680,Sedan,NA,NA,NA,NA
2025-03-21T00:00:00Z,09:51:00,BROOKLYN,11215,40.66418,-73.9844,"
,  
(40.66418, -73.9844)",NA,NA,367       14 ST,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,NA,NA,NA,4800719,Station Wagon/Sport Utility Vehicle,Sedan,NA,NA,NA
